from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,num_mem_tokens,model_path,num_steps,exact_match,k2,freeze_model_weights
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.08908908814191818,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.3103103041648865,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,512,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_512x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.9789789915084839,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,2048,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.9419419169425964,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,19532,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_19532x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.8181818127632141,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,1024,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1024x512_mem16_bs64_bptt--1_eval_from_64x512_long/run_4,,0.9639639854431152,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.9579579830169678,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.7507507801055908,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.5085085034370422,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_16x512_bs1/run_5,,0.35935935378074646,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.9989989995956421,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem_bs64_bptt--1_eval_pt/run_0,,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem_bs64_bptt--1_eval_pt/run_0,,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem_bs64_bptt--1_eval_pt/run_0,,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.9989989995956421,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.955955982208252,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.8348348140716553,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_eval_from_32x512_bs1/run_5,,0.7117117047309875,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,1024,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1024x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_5,,0.4974974989891052,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2048,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_5,,0.4334334433078766,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,2048,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2048x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_5,,0.4364364445209503,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,19532,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_19532x512_mem16_bs64_bptt--1_eval_from_32x512_long/run_5,,0.27272728085517883,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_32x512_no_noise/run_5,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_vary/run_1,5000.0,0.9810000061988831,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_vary/run_1,5000.0,0.906000018119812,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.977977991104126,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.6656656861305237,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_2x512_vary_from_cpt/run_1,,0.342342346906662,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9909909963607788,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9849849939346313,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9969969987869263,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9149149060249329,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.9759759902954102,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.6926926970481873,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.8458458185195923,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_from_cpt_2-16_vary/run_1,2700.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,32,linear,2,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.9800000190734863,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.7720000147819519,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,16,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem32_bs64_bptt--1_from_cpt_4-16_vary/run_1,5000.0,0.5740000009536743,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,32,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_32x512_mem32_bs64_bptt--1_from_cpt_4-32_vary/run_1,3800.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_vary/run_1,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_vary/run_1,15000.0,0.7559999823570251,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_vary/run_1,5000.0,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_from_cpt_1-4_vary/run_1,5000.0,0.9330000281333923,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_from_cpt_2-4_vary/run_1,5000.0,0.9769999980926514,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_from_cpt_4-16_vary/run_1,5000.0,0.7820000052452087,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_from_cpt_4-8_vary/run_2,5000.0,0.9430000185966492,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_from_cpt_4-8_vary/run_3,10000.0,0.9430000185966492,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_from_cpt_4-8_vary/run_3,10000.0,0.9700000286102295,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_from_cpt_8-16_vary/run_3,10000.0,0.9359999895095825,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.9849849939346313,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.9619619846343994,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.6486486196517944,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.8388388156890869,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.40840840339660645,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,128,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.6146146059036255,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9859859943389893,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9849849939346313,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.955955982208252,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,8,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9609609842300415,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.2812812924385071,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.924924910068512,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,16,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.9419419169425964,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.42042040824890137,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,32,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.7757757902145386,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,2,linear,64,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.5995995998382568,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_16x512_vary_from_cpt/run_3,,0.3863863945007324,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr1e-05_linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_8x512_vary_from_cpt/run_3,,0.2732732594013214,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_eval_from_4x512_vary_from_cpt/run_1,,0.24424424767494202,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,64,linear,1,32.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/lr5e-05_linear_adamw_wd1e-03_1x512_mem32_bs64_bptt--1_vary/run_1,5000.0,0.9959959983825684,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_4,10000.0,0.9829999804496765,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_4,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_4,2000.0,0.9789789915084839,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16.0,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_from_cpt_2-4/run_4,10000.0,0.9490000009536743,-1,False
