task_name,from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,input_size,num_mem_tokens,model_path,num_steps,best_valid_exact_match,key_size,value_size,num_pairs
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem8_bs2048_regular_bptt-2/run_3,50000,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem8_bs2048_regular_bptt-2/run_1,25000,0.8202000260353088,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem8_bs2048_regular_bptt-2/run_2,45000,0.8203999996185303,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem8_bs2048_regular_bptt-2/run_3,47500,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem8_bs2048_regular_bptt-2/run_1,25000,0.8972222208976746,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem8_bs2048_regular_bptt-2/run_2,45000,0.8997777700424194,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,8,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem8_bs2048_regular_bptt-2/run_3,50000,0.8918889164924622,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,1250,0.010999999940395355,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,21250,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,50000,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,17500,0.33500000834465027,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,42500,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,50000,0.67166668176651,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,50000,0.684333324432373,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,25000,0.8349999785423279,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,25000,0.8428888916969299,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_1,50000,0.7201111316680908,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,47500,0.7771111130714417,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_2,45000,0.6466666460037231,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,45000,0.6508888602256775,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,1,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem1_bs2048_regular_bptt-2_2l2h/run_3,45000,0.7848888635635376,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,21250,0.6636666655540466,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,25000,0.6916666626930237,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,47500,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,2500,0.006000000052154064,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,2500,0.00566666666418314,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,42500,0.6636666655540466,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,50000,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,25000,0.8127999901771545,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,25000,0.8064000010490417,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,50000,0.8109999895095825,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,150000,0.8141999840736389,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,42500,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,50000,0.8127999901771545,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,42500,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,50000,0.8113999962806702,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5924444198608398,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,25000,0.6908888816833496,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_1,50000,0.6579999923706055,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,45000,0.8199999928474426,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_2,47500,0.7068889141082764,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,42500,0.8111110925674438,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,2,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v8-p1-2x2048_mem2_bs2048_regular_bptt-2_2l2h/run_3,45000,0.7135555744171143,4,8,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,21250,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,28500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_2,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v1-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_3,42500,0.5,4,1,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,21250,0.6663333177566528,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_4l4h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,23750,0.6943333148956299,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_2,50000,0.6869999766349792,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v2-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_3,15000,0.3426666557788849,4,2,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,25000,0.9986000061035156,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,25000,0.9589999914169312,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_1,150000,0.8058000206947327,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_2,42500,0.8126000165939331,4,4,1
associative_retrieval_v2,,/home/jovyan/rmt/wip/base_models/gptconfigs/neox_tiny_2l2h.json,base_models.modeling_gpt_neox:GPTNeoXForCausalLM,decoder,0.0001,2048,linear,2,,4,../runs/associative_retrieval_v2//lr1e-04_linear_adamw_wd1e-03_k4-v4-p1-2x2048_mem4_bs2048_regular_bptt-2_2l2h/run_3,50000,0.9954000115394592,4,4,1
