from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,5489,11,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_10-11seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,5489,11,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_iters3000_regular_10-11seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_3-15seg_eval/run_2,False,,False,,,62.320228576660156
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_3-15seg_eval/run_1,False,,False,,,60.49856185913086
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_2-2seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_2-2seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_1-4seg_eval/run_2,False,,False,,,16.682645797729492
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_1-4seg_eval/run_1,False,,False,,,15.819750785827637
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_5-12seg_eval/run_2,False,,False,,,75.5512924194336
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_5-12seg_eval/run_1,False,,False,,,76.03067779541016
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,3,152,20.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem20_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,52.05938720703125
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,3,152,20.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem20_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,18.630268096923828
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_7-2seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_iters3000_regular_7-2seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_9-4seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_iters3000_regular_9-4seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_iters3000_regular_9-2seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,998,2,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_iters3000_regular_9-2seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,263,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_3,False,all,True,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,263,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,263,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,99.712646484375
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,2,263,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem10_bs32_iters3000_regular_memory_layers_shared/run_4,False,all,True,,3000.0,99.66474914550781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_sum_loss/run_3,True,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_sum_loss/run_2,True,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular_sum_loss/run_1,True,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,2,1,linear,2043904,4096,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2043904-512-{4096}seg_mem10_bs32_iters3000_regular_10-4096seg_eval/run_2,False,,False,,,90.2684555053711
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_6-15seg_eval/run_2,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_6-15seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_from_cpt_3-4/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_from_cpt_3-4/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,1996,4,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_iters3000_regular_from_cpt_3-4/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8982,18,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8982-512-{18}seg_mem10_bs32_iters3000_regular_7-18seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,8982,18,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8982-512-{18}seg_mem10_bs32_iters3000_regular_7-18seg_eval/run_1,False,,False,,0.0,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,9481,19,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9481-512-{19}seg_mem10_bs32_iters3000_regular_7-19seg_eval/run_2,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,9481,19,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_9481-512-{19}seg_mem10_bs32_iters3000_regular_7-19seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_iters3000_regular_10-1seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_iters3000_regular_10-1seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2495,5,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_iters3000_regular_9-5seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2495,5,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_iters3000_regular_9-5seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,6487,13,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs32_iters3000_regular_7-13seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,6487,13,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs32_iters3000_regular_7-13seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_7-12seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,5988,12,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs32_iters3000_regular_7-12seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderTBPTT,encoder,1e-05,32,1,linear,499,5,113,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{5}seg_mem10_bs32_iters3000_regular_tbptt_-1-2/run_1,False,,False,,3000.0,20.03835105895996
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,110,20.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem20_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,19.636014938354492
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,110,20.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem20_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,17.911876678466797
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_5-15seg_eval/run_2,False,,False,,,62.032596588134766
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,7485,15,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs32_iters3000_regular_5-15seg_eval/run_1,False,,False,,,60.16299057006836
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_from_cpt_6-7/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_from_cpt_6-7/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,3493,7,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_iters3000_regular_from_cpt_6-7/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,254,1.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,254,1.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,254,1.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,2,254,1.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{2}seg_mem1_bs32_iters3000_regular/run_4,False,,False,,3000.0,20.593870162963867
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,3,180,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,3,180,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_2,False,,False,,3000.0,20.11494255065918
bert-base-cased,,modeling_rmt.experimental:RMTEncoderMemFromSep,encoder,1e-05,8,4,linear,499,3,180,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{3}seg_mem10_bs32_iters3000_regular_mem_from_sep/run_1,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8483,17,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8483-512-{17}seg_mem10_bs32_iters3000_regular_7-17seg_eval/run_2,False,,False,,,99.95206451416016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,8483,17,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8483-512-{17}seg_mem10_bs32_iters3000_regular_7-17seg_eval/run_1,False,,False,,0.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters3000_regular_6-6seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_iters3000_regular_6-6seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_3-9seg_eval/run_2,False,,False,,,91.75455474853516
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_3-9seg_eval/run_1,False,,False,,,91.65867614746094
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_3,False,all,True,,3000.0,20.498085021972656
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_2,False,all,True,,3000.0,19.827587127685547
bert-base-cased,,modeling_rmt:RMTEncoderMemoryLayers,encoder,1e-05,4,4,linear,499,4,129,1.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem1_bs32_iters3000_regular_memory_layers_shared/run_1,False,all,True,,3000.0,23.084291458129883
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_1-9seg_eval/run_2,False,,False,,,16.634708404541016
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_1-9seg_eval/run_1,False,,False,,,16.347076416015625
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs32_iters3000_regular_2-8seg_eval/run_2,False,,False,,,39.932884216308594
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs32_iters3000_regular_2-8seg_eval/run_1,False,,False,,,39.59731674194336
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_from_cpt_8-9/run_3,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs32_iters3000_regular_from_cpt_8-9/run_2,False,,False,,3000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_3,False,,False,,3000.0,19.875478744506836
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/test/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_2,False,,False,,3000.0,18.295019149780273
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_5,False,,False,,3000.0,19.731800079345703
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_5,False,,False,,3000.0,17.672412872314453
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_4,False,,False,,3000.0,18.486589431762695
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,4,linear,499,4,138,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{4}seg_mem10_bs32_iters3000_regular/run_4,False,,False,,3000.0,19.54022979736328
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,1497,3,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters3000_regular_3-3seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,1497,3,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs32_iters3000_regular_3-3seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderTBPTT,encoder,1e-05,32,1,linear,499,7,85,10.0,regular,../runs/framework/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{7}seg_mem10_bs32_iters3000_regular_tbptt_-1-1/run_1,False,,False,,1950.0,20.278043746948242
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_iters3000_regular_8-8seg_eval/run_3,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,3992,8,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_iters3000_regular_8-8seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8982,18,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8982-512-{18}seg_mem10_bs32_iters3000_regular_3-18seg_eval/run_2,False,,False,,,53.1639518737793
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,2,linear,8982,18,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_8982-512-{18}seg_mem10_bs32_iters3000_regular_3-18seg_eval/run_1,False,,False,,,53.1639518737793
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,4491,9,512,10.0,regular,../runs/curriculum_task/babilong/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_iters3000_regular_10-9seg_eval/run_3,False,,False,,,100.0
